Pašvaldība;Pārbaudījums;Izsglītības iestādes nosaukums;Izglītības iestādes, kuras struktūrvienība ir iestāda nosaukums;Vidējais, %;Kārtotāju skaits;0-9%;10-19%;20-29%;30-39%;40-49%;50-59%;60-69%;70-79%;80-89%;90-100%
Bauskas novads;Eksāmens latviešu valodā un literatūrā (augstākais mācību satura apguves līmenis);Bauskas 2. vidusskola;;48,8;20;;;;3;9;4;4;;;
Bauskas novads;Eksāmens matemātikā (augstākais mācību satura apguves līmenis);Bauskas 2. vidusskola;;60,6;15;;;;2;1;3;5;2;2;
Bauskas novads;Eksāmens matemātikā (optimālais mācību satura apguves līmenis);Bauskas 2. vidusskola;;37,6;54;1;14;11;7;5;7;3;;4;2
Bauskas novads;Eksāmens programmēšanā (augstākais mācību satura apguves līmenis);Bauskas 2. vidusskola;;50,0;1;;;;;;1;;;;
Bauskas novads;Eksāmens angļu valodā (augstākais mācību satura apguves līmenis);Bauskas Valsts ģimnāzija;;74,4;45;;;;;;5;9;15;13;3
Bauskas novads;Eksāmens angļu valodā (optimālais mācību satura apguves līmenis);Bauskas Valsts ģimnāzija;;80,5;13;;;;;1;;2;2;2;6
Bauskas novads;Eksāmens bioloģijā (augstākais mācību satura apguves līmenis);Bauskas Valsts ģimnāzija;;56,4;22;;;;;6;8;6;2;;
Bauskas novads;Eksāmens fizikā (augstākais mācību satura apguves līmenis);Bauskas Valsts ģimnāzija;;44,3;3;;;;1;1;1;;;;
Bauskas novads;Eksāmens ķīmijā (augstākais mācību satura apguves līmenis);Bauskas Valsts ģimnāzija;;54,5;2;;;;1;;;;1;;
Bauskas novads;Eksāmens latviešu valodā (optimālais mācību satura apguves līmenis);Bauskas Valsts ģimnāzija;;64,8;29;;;;1;3;3;12;7;3;
Bauskas novads;Eksāmens latviešu valodā un literatūrā (augstākais mācību satura apguves līmenis);Bauskas Valsts ģimnāzija;;60,6;15;;;;;3;5;3;3;1;
Bauskas novads;Eksāmens matemātikā (augstākais mācību satura apguves līmenis);Bauskas Valsts ģimnāzija;;46,0;27;;1;6;5;3;4;5;1;;2
Bauskas novads;Eksāmens matemātikā (optimālais mācību satura apguves līmenis);Bauskas Valsts ģimnāzija;;45,2;46;;4;10;9;6;4;4;5;3;1
Bauskas novads;Eksāmens sociālajās zinātnēs (augstākais mācību satura apguves līmenis);Bauskas Valsts ģimnāzija;;49,7;3;;;;;2;1;;;;
Bauskas novads;Eksāmens angļu valodā (augstākais mācību satura apguves līmenis);Iecavas vidusskola;;70,1;17;;;;;;1;8;5;3;
Bauskas novads;Eksāmens angļu valodā (optimālais mācību satura apguves līmenis);Iecavas vidusskola;;65,2;24;;1;;2;2;3;6;3;5;2
Bauskas novads;Eksāmens bioloģijā (augstākais mācību satura apguves līmenis);Iecavas vidusskola;;44,4;8;;;1;1;3;2;1;;;
Bauskas novads;Eksāmens kultūrā un mākslā (augstākais mācību satura apguves līmenis);Iecavas vidusskola;;40,3;6;;;2;2;;1;1;;;
Bauskas novads;Eksāmens ķīmijā (augstākais mācību satura apguves līmenis);Iecavas vidusskola;;68,9;8;;;;;;2;;6;;
Bauskas novads;Eksāmens latviešu valodā (optimālais mācību satura apguves līmenis);Iecavas vidusskola;;60,0;27;;;;1;4;9;6;5;1;1
Bauskas novads;Eksāmens matemātikā (augstākais mācību satura apguves līmenis);Iecavas vidusskola;;38,4;11;;2;3;1;1;2;1;1;;
Bauskas novads;Eksāmens matemātikā (optimālais mācību satura apguves līmenis);Iecavas vidusskola;;36,9;23;;6;5;4;2;1;4;;1;
Bauskas novads;Eksāmens sociālajās zinātnēs (augstākais mācību satura apguves līmenis);Iecavas vidusskola;;40,6;10;;;;6;2;2;;;;
Bauskas novads;Eksāmens angļu valodā (optimālais mācību satura apguves līmenis);Kandavas Lauksaimniecības tehnikuma Saulaines teritoriālā struktūrvienība;Kandavas Lauksaimniecības tehnikums;55,1;22;;1;5;;4;2;3;2;3;2
Bauskas novads;Eksāmens latviešu valodā (optimālais mācību satura apguves līmenis);Kandavas Lauksaimniecības tehnikuma Saulaines teritoriālā struktūrvienība;Kandavas Lauksaimniecības tehnikums;42,8;23;1;1;1;5;9;3;3;;;
Bauskas novads;Eksāmens matemātikā (optimālais mācību satura apguves līmenis);Kandavas Lauksaimniecības tehnikuma Saulaines teritoriālā struktūrvienība;Kandavas Lauksaimniecības tehnikums;12,6;22;10;8;4;;;;;;;
Bauskas novads;Eksāmens matemātikā (profesionālās vidējās izglītības programmās 4. kurss);Kandavas Lauksaimniecības tehnikuma Saulaines teritoriālā struktūrvienība;Kandavas Lauksaimniecības tehnikums;8,5;4;3;1;;;;;;;;
Bauskas novads;Eksāmens angļu valodā (augstākais mācību satura apguves līmenis);Pilsrundāles vidusskola;;65,0;6;;;;;;3;1;2;;
Bauskas novads;Eksāmens latviešu valodā un literatūrā (augstākais mācību satura apguves līmenis);Pilsrundāles vidusskola;;64,2;6;;;;;;3;1;2;;
Bauskas novads;Eksāmens matemātikā (optimālais mācību satura apguves līmenis);Pilsrundāles vidusskola;;35,3;6;;;2;2;1;1;;;;
Bauskas novads;Eksāmens angļu valodā (augstākais mācību satura apguves līmenis);Skaistkalnes vidusskola;;50,5;10;;;1;3;;1;4;1;;
Bauskas novads;Eksāmens angļu valodā (optimālais mācību satura apguves līmenis);Skaistkalnes vidusskola;;66,4;7;;;1;;1;;2;1;1;1
Bauskas novads;Eksāmens latviešu valodā (optimālais mācību satura apguves līmenis);Skaistkalnes vidusskola;;53,1;7;;;;2;1;1;2;1;;
Bauskas novads;Eksāmens latviešu valodā un literatūrā (augstākais mācību satura apguves līmenis);Skaistkalnes vidusskola;;57,6;10;;;;;2;2;5;1;;
Bauskas novads;Eksāmens matemātikā (optimālais mācību satura apguves līmenis);Skaistkalnes vidusskola;;26,3;8;2;3;;1;;1;1;;;
Bauskas novads;Eksāmens angļu valodā (augstākais mācību satura apguves līmenis);Vecumnieku vidusskola;;65,5;13;;;;;1;2;5;3;2;
Bauskas novads;Eksāmens angļu valodā (optimālais mācību satura apguves līmenis);Vecumnieku vidusskola;;70,5;19;;;;;3;2;5;1;5;3
Bauskas novads;Eksāmens bioloģijā (augstākais mācību satura apguves līmenis);Vecumnieku vidusskola;;34,6;9;;;1;7;1;;;;;
Bauskas novads;Eksāmens fizikā (augstākais mācību satura apguves līmenis);Vecumnieku vidusskola;;35,8;5;;;3;1;;;1;;;
Bauskas novads;Eksāmens matemātikā (optimālais mācību satura apguves līmenis);Vecumnieku vidusskola;;29,3;15;;4;5;3;2;;;1;;
Bauskas novads;Eksāmens sociālajās zinātnēs (augstākais mācību satura apguves līmenis);Vecumnieku vidusskola;;48,0;4;;;;1;1;2;;;;
Cēsu novads;Eksāmens angļu valodā (optimālais mācību satura apguves līmenis);Alfrēda Kalniņa Cēsu mūzikas vidusskola;;75,7;9;;;;;;2;2;1;2;2
Cēsu novads;Eksāmens latviešu valodā (optimālais mācību satura apguves līmenis);Alfrēda Kalniņa Cēsu mūzikas vidusskola;;70,1;9;;;;;1;;2;5;1;
Cēsu novads;Eksāmens matemātikā (optimālais mācību satura apguves līmenis);Alfrēda Kalniņa Cēsu mūzikas vidusskola;;43,0;3;;;1;1;;;;1;;
Cēsu novads;Eksāmens matemātikā (vispārīgais mācību satura apguves līmenis);Alfrēda Kalniņa Cēsu mūzikas vidusskola;;54,6;14;;1;1;2;2;;5;1;1;1
Cēsu novads;Eksāmens angļu valodā (optimālais mācību satura apguves līmenis);Cēsis;Vidzemes Tehnoloģiju un dizaina tehnikums;57,2;38;1;4;2;;7;4;6;6;7;1
Cēsu novads;Eksāmens latviešu valodā (optimālais mācību satura apguves līmenis);Cēsis;Vidzemes Tehnoloģiju un dizaina tehnikums;40,7;38;2;3;5;8;8;6;5;1;;
Cēsu novads;Eksāmens matemātikā (optimālais mācību satura apguves līmenis);Cēsis;Vidzemes Tehnoloģiju un dizaina tehnikums;24,1;28;4;6;9;7;2;;;;;
Cēsu novads;Eksāmens matemātikā (profesionālās vidējās izglītības programmās 4. kurss);Cēsis;Vidzemes Tehnoloģiju un dizaina tehnikums;7,0;1;1;;;;;;;;;
Cēsu novads;Eksāmens matemātikā (vispārīgais mācību satura apguves līmenis);Cēsis;Vidzemes Tehnoloģiju un dizaina tehnikums;33,1;14;1;2;3;2;4;1;;1;;
Cēsu novads;Eksāmens angļu valodā (optimālais mācību satura apguves līmenis);Cēsu Jaunā vidusskola;;88,8;8;;;;;;;;;4;4
Cēsu novads;Eksāmens latviešu valodā (optimālais mācību satura apguves līmenis);Cēsu Jaunā vidusskola;;63,1;8;;;;;1;2;1;4;;
Cēsu novads;Eksāmens matemātikā (optimālais mācību satura apguves līmenis);Cēsu Jaunā vidusskola;;33,1;9;1;;2;2;4;;;;;
Cēsu novads;Eksāmens angļu valodā (augstākais mācību satura apguves līmenis);Cēsu Pilsētas vidusskola;;51,9;15;;;2;5;;1;4;1;1;1
Cēsu novads;Eksāmens latviešu valodā (optimālais mācību satura apguves līmenis);Cēsu Pilsētas vidusskola;;63,0;1;;;;;;;1;;;
Cēsu novads;Eksāmens latviešu valodā un literatūrā (augstākais mācību satura apguves līmenis);Cēsu Pilsētas vidusskola;;63,4;14;;;;;2;3;5;3;1;
Cēsu novads;Eksāmens matemātikā (optimālais mācību satura apguves līmenis);Cēsu Pilsētas vidusskola;;23,4;15;2;8;1;;1;2;1;;;
Cēsu novads;Eksāmens sociālajās zinātnēs (augstākais mācību satura apguves līmenis);Cēsu Pilsētas vidusskola;;58,0;1;;;;;;1;;;;
Cēsu novads;Eksāmens angļu valodā (augstākais mācību satura apguves līmenis);Cēsu Valsts ģimnāzija;;73,6;31;;;;1;;3;6;9;10;2
Cēsu novads;Eksāmens angļu valodā (optimālais mācību satura apguves līmenis);Cēsu Valsts ģimnāzija;;85,6;72;;;;1;;2;1;8;34;26
Cēsu novads;Eksāmens bioloģijā (augstākais mācību satura apguves līmenis);Cēsu Valsts ģimnāzija;;61,4;15;;;;1;1;3;6;3;1;
Cēsu novads;Eksāmens fizikā (augstākais mācību satura apguves līmenis);Cēsu Valsts ģimnāzija;;47,8;12;;;1;3;2;4;1;;1;
Cēsu novads;Eksāmens kultūrā un mākslā (augstākais mācību satura apguves līmenis);Cēsu Valsts ģimnāzija;;60,3;7;;;;1;1;;1;4;;
Cēsu novads;Eksāmens ķīmijā (augstākais mācību satura apguves līmenis);Cēsu Valsts ģimnāzija;;67,6;5;;;;;;2;1;;2;
Cēsu novads;Eksāmens latviešu valodā (optimālais mācību satura apguves līmenis);Cēsu Valsts ģimnāzija;;70,2;71;1;;;1;;6;23;22;17;1
Cēsu novads;Eksāmens latviešu valodā un literatūrā (augstākais mācību satura apguves līmenis);Cēsu Valsts ģimnāzija;;80,3;4;;;;;;;;2;2;
Cēsu novads;Eksāmens matemātikā (augstākais mācību satura apguves līmenis);Cēsu Valsts ģimnāzija;;67,3;35;;;;4;2;6;6;7;6;4
Cēsu novads;Eksāmens matemātikā (optimālais mācību satura apguves līmenis);Cēsu Valsts ģimnāzija;;61,2;62;;1;7;5;11;5;3;9;15;6
Cēsu novads;Eksāmens programmēšanā (augstākais mācību satura apguves līmenis);Cēsu Valsts ģimnāzija;;56,6;14;;;;1;4;3;4;1;1;
Cēsu novads;Eksāmens sociālajās zinātnēs (augstākais mācību satura apguves līmenis);Cēsu Valsts ģimnāzija;;39,3;10;;;2;3;3;2;;;;
Cēsu novads;Eksāmens angļu valodā (augstākais mācību satura apguves līmenis);Draudzīgā Aicinājuma Cēsu Valsts ģimnāzija;;66,0;29;;;;;2;7;8;7;5;
Cēsu novads;Eksāmens angļu valodā (optimālais mācību satura apguves līmenis);Draudzīgā Aicinājuma Cēsu Valsts ģimnāzija;;78,8;35;;;;;1;2;2;11;11;8
Cēsu novads;Eksāmens bioloģijā (augstākais mācību satura apguves līmenis);Draudzīgā Aicinājuma Cēsu Valsts ģimnāzija;;37,9;14;;;4;4;4;2;;;;
Cēsu novads;Eksāmens fizikā (augstākais mācību satura apguves līmenis);Draudzīgā Aicinājuma Cēsu Valsts ģimnāzija;;46,0;4;;;;1;2;;1;;;
Cēsu novads;Eksāmens kultūrā un mākslā (augstākais mācību satura apguves līmenis);Draudzīgā Aicinājuma Cēsu Valsts ģimnāzija;;46,1;8;;;;3;2;2;1;;;
Cēsu novads;Eksāmens ķīmijā (augstākais mācību satura apguves līmenis);Draudzīgā Aicinājuma Cēsu Valsts ģimnāzija;;28,7;3;;;2;;1;;;;;
Cēsu novads;Eksāmens latviešu valodā (optimālais mācību satura apguves līmenis);Draudzīgā Aicinājuma Cēsu Valsts ģimnāzija;;62,9;61;;;;2;9;9;22;17;2;
Cēsu novads;Eksāmens matemātikā (augstākais mācību satura apguves līmenis);Draudzīgā Aicinājuma Cēsu Valsts ģimnāzija;;44,0;9;;;1;2;4;1;;1;;
Cēsu novads;Eksāmens matemātikā (optimālais mācību satura apguves līmenis);Draudzīgā Aicinājuma Cēsu Valsts ģimnāzija;;40,9;50;;4;10;11;10;10;2;2;;1
Cēsu novads;Eksāmens sociālajās zinātnēs (augstākais mācību satura apguves līmenis);Draudzīgā Aicinājuma Cēsu Valsts ģimnāzija;;51,1;8;;;1;;2;3;1;1;;
Cēsu novads;Eksāmens angļu valodā (augstākais mācību satura apguves līmenis);Jauno Līderu vidusskola;;77,0;1;;;;;;;;1;;
Cēsu novads;Eksāmens angļu valodā (optimālais mācību satura apguves līmenis);Jauno Līderu vidusskola;;63,6;10;;;1;;;3;1;3;2;
Cēsu novads;Eksāmens kultūrā un mākslā (augstākais mācību satura apguves līmenis);Jauno Līderu vidusskola;;31,0;5;1;;1;1;2;;;;;
Cēsu novads;Eksāmens latviešu valodā (optimālais mācību satura apguves līmenis);Jauno Līderu vidusskola;;37,9;10;1;1;1;1;4;1;1;;;
Cēsu novads;Eksāmens matemātikā (optimālais mācību satura apguves līmenis);Jauno Līderu vidusskola;;16,7;10;2;6;1;;1;;;;;
Cēsu novads;Eksāmens sociālajās zinātnēs (augstākais mācību satura apguves līmenis);Jauno Līderu vidusskola;;25,5;6;;3;1;1;1;;;;;
Cēsu novads;Eksāmens angļu valodā (augstākais mācību satura apguves līmenis);Jaunpiebalgas vidusskola;;69,9;11;;;;;;2;5;1;2;1
Cēsu novads;Eksāmens angļu valodā (optimālais mācību satura apguves līmenis);Jaunpiebalgas vidusskola;;74,6;18;;;;;1;4;;6;3;4
Cēsu novads;Eksāmens bioloģijā (augstākais mācību satura apguves līmenis);Jaunpiebalgas vidusskola;;51,0;4;;;;;2;1;1;;;
Cēsu novads;Eksāmens latviešu valodā (optimālais mācību satura apguves līmenis);Jaunpiebalgas vidusskola;;65,9;19;;;;1;;4;8;2;4;
Cēsu novads;Eksāmens latviešu valodā un literatūrā (augstākais mācību satura apguves līmenis);Jaunpiebalgas vidusskola;;62,3;7;;;;1;1;;2;1;2;
Cēsu novads;Eksāmens matemātikā (optimālais mācību satura apguves līmenis);Jaunpiebalgas vidusskola;;39,5;11;2;1;;1;4;2;;1;;
Cēsu novads;Eksāmens angļu valodā (augstākais mācību satura apguves līmenis);Priekuļu vidusskola;;52,0;11;;;1;2;2;2;2;1;1;
Cēsu novads;Eksāmens angļu valodā (optimālais mācību satura apguves līmenis);Priekuļu vidusskola;;46,0;3;;;;1;1;1;;;;
Cēsu novads;Eksāmens bioloģijā (augstākais mācību satura apguves līmenis);Priekuļu vidusskola;;37,3;8;;;3;2;1;2;;;;
Cēsu novads;Eksāmens kultūrā un mākslā (augstākais mācību satura apguves līmenis);Priekuļu vidusskola;;47,6;5;;;;1;2;2;;;;
Cēsu novads;Eksāmens latviešu valodā (optimālais mācību satura apguves līmenis);Priekuļu vidusskola;;58,3;14;;;1;2;;4;3;3;1;
Cēsu novads;Eksāmens matemātikā (optimālais mācību satura apguves līmenis);Priekuļu vidusskola;;23,9;14;1;6;3;1;2;;1;;;
Cēsu novads;Eksāmens sociālajās zinātnēs (augstākais mācību satura apguves līmenis);Priekuļu vidusskola;;29,4;5;;1;2;1;;1;;;;
Cēsu novads;Eksāmens angļu valodā (optimālais mācību satura apguves līmenis);Vecpiebalgas vidusskola;;54,6;5;;1;;;;2;1;;1;
Cēsu novads;Eksāmens latviešu valodā (optimālais mācību satura apguves līmenis);Vecpiebalgas vidusskola;;44,6;5;;;;3;;1;1;;;
Cēsu novads;Eksāmens latviešu valodā un literatūrā (augstākais mācību satura apguves līmenis);Vecpiebalgas vidusskola;;56,5;4;;;;1;1;;1;;1;
Cēsu novads;Eksāmens matemātikā (optimālais mācību satura apguves līmenis);Vecpiebalgas vidusskola;;12,0;4;1;3;;;;;;;;
Cēsu novads;Eksāmens sociālajās zinātnēs (augstākais mācību satura apguves līmenis);Vecpiebalgas vidusskola;;32,8;4;;;1;2;1;;;;;
Cēsu novads;Eksāmens angļu valodā (optimālais mācību satura apguves līmenis);Vidzemes Tehnoloģiju un dizaina tehnikums;;58,0;84;1;6;2;7;9;17;10;19;12;1
Cēsu novads;Eksāmens latviešu valodā (optimālais mācību satura apguves līmenis);Vidzemes Tehnoloģiju un dizaina tehnikums;;43,3;85;1;1;8;30;15;23;3;3;1;
Cēsu novads;Eksāmens matemātikā (optimālais mācību satura apguves līmenis);Vidzemes Tehnoloģiju un dizaina tehnikums;;19,6;78;10;36;21;7;2;1;;1;;
Cēsu novads;Eksāmens matemātikā (profesionālās vidējās izglītības programmās 4. kurss);Vidzemes Tehnoloģiju un dizaina tehnikums;;6,6;5;5;;;;;;;;;
Daugavpils;Eksāmens angļu valodā (optimālais mācību satura apguves līmenis);18. NOVEMBRA IELA 66A, DAUGAVPILS, LV-5401;Daugavpils Draudzīgā aicinājuma vidusskola;41,0;5;;;3;;;;2;;;
Daugavpils;Eksāmens dizainā un tehnoloģijās (augstākais mācību satura apguves līmenis);18. NOVEMBRA IELA 66A, DAUGAVPILS, LV-5401;Daugavpils Draudzīgā aicinājuma vidusskola;50,7;3;;;1;;;;2;;;
Daugavpils;Eksāmens latviešu valodā (optimālais mācību satura apguves līmenis);18. NOVEMBRA IELA 66A, DAUGAVPILS, LV-5401;Daugavpils Draudzīgā aicinājuma vidusskola;24,5;2;;1;;1;;;;;;
Daugavpils;Eksāmens latviešu valodā un literatūrā (augstākais mācību satura apguves līmenis);18. NOVEMBRA IELA 66A, DAUGAVPILS, LV-5401;Daugavpils Draudzīgā aicinājuma vidusskola;45,3;3;;;;1;;2;;;;
Daugavpils;Eksāmens matemātikā (optimālais mācību satura apguves līmenis);18. NOVEMBRA IELA 66A, DAUGAVPILS, LV-5401;Daugavpils Draudzīgā aicinājuma vidusskola;26,2;5;;;4;1;;;;;;
Daugavpils;Eksāmens sociālajās zinātnēs (augstākais mācību satura apguves līmenis);18. NOVEMBRA IELA 66A, DAUGAVPILS, LV-5401;Daugavpils Draudzīgā aicinājuma vidusskola;23,5;4;;2;1;;1;;;;;
Daugavpils;Eksāmens angļu valodā (augstākais mācību satura apguves līmenis);AVEŅU IELA 40, DAUGAVPILS, LV-5422;Daugavpils Draudzīgā aicinājuma vidusskola;45,8;9;;;;4;2;1;2;;;
Daugavpils;Eksāmens angļu valodā (optimālais mācību satura apguves līmenis);AVEŅU IELA 40, DAUGAVPILS, LV-5422;Daugavpils Draudzīgā aicinājuma vidusskola;55,5;20;;1;2;2;2;5;4;;2;2
Daugavpils;Eksāmens bioloģijā (augstākais mācību satura apguves līmenis);AVEŅU IELA 40, DAUGAVPILS, LV-5422;Daugavpils Draudzīgā aicinājuma vidusskola;39,0;5;;;2;1;;2;;;;
Daugavpils;Eksāmens fizikā (augstākais mācību satura apguves līmenis);AVEŅU IELA 40, DAUGAVPILS, LV-5422;Daugavpils Draudzīgā aicinājuma vidusskola;35,6;5;;;1;4;;;;;;
Daugavpils;Eksāmens ģeogrāfijā (augstākais mācību satura apguves līmenis;AVEŅU IELA 40, DAUGAVPILS, LV-5422;Daugavpils Draudzīgā aicinājuma vidusskola;28,7;3;;;2;1;;;;;;
Daugavpils;Eksāmens ķīmijā (augstākais mācību satura apguves līmenis);AVEŅU IELA 40, DAUGAVPILS, LV-5422;Daugavpils Draudzīgā aicinājuma vidusskola;34,2;5;;1;1;1;1;1;;;;
Daugavpils;Eksāmens latviešu valodā (optimālais mācību satura apguves līmenis);AVEŅU IELA 40, DAUGAVPILS, LV-5422;Daugavpils Draudzīgā aicinājuma vidusskola;40,8;21;;;2;10;5;3;;;1;
Daugavpils;Eksāmens matemātikā (augstākais mācību satura apguves līmenis);AVEŅU IELA 40, DAUGAVPILS, LV-5422;Daugavpils Draudzīgā aicinājuma vidusskola;48,1;7;;;1;1;3;1;;1;;
Daugavpils;Eksāmens matemātikā (optimālais mācību satura apguves līmenis);AVEŅU IELA 40, DAUGAVPILS, LV-5422;Daugavpils Draudzīgā aicinājuma vidusskola;37,8;22;;5;4;4;6;;1;;1;1
Daugavpils;Eksāmens vēsturē (augstākais mācību satura apguves līmenis);AVEŅU IELA 40, DAUGAVPILS, LV-5422;Daugavpils Draudzīgā aicinājuma vidusskola;32,7;9;;1;3;3;1;1;;;;
Daugavpils;Eksāmens angļu valodā (augstākais mācību satura apguves līmenis);Daugavpils Centra vidusskola;;57,4;11;;;;;2;5;2;2;;
Daugavpils;Eksāmens angļu valodā (optimālais mācību satura apguves līmenis);Daugavpils Centra vidusskola;;56,7;23;;;2;2;6;3;3;4;3;
Daugavpils;Eksāmens bioloģijā (augstākais mācību satura apguves līmenis);Daugavpils Centra vidusskola;;42,1;9;;;2;2;2;3;;;;
Daugavpils;Eksāmens dizainā un tehnoloģijās (augstākais mācību satura apguves līmenis);Daugavpils Centra vidusskola;;45,0;7;;;1;2;1;3;;;;
Daugavpils;Eksāmens fizikā (augstākais mācību satura apguves līmenis);Daugavpils Centra vidusskola;;37,0;3;;1;;;2;;;;;
Daugavpils;Eksāmens ķīmijā (augstākais mācību satura apguves līmenis);Daugavpils Centra vidusskola;;49,0;1;;;;;1;;;;;
